ResponseId,DescribeVignette,Usable,Check,MentionsScientist
R_6BQu5rYWgfZi3BL,I think the media portrayed the climate protestors fairly. They discussed the protestors aims and described the protest itself in a fair manner.,1,,
R_5K2SC9yQydovVjZ,The article refers to a peaceful march to protest the climate warming concerns of exploring new oil and gas fields. The media only referenced one environmental scientist and did not consider any other sides of the story.,1,,1
R_739b0fLpVEb7E4x,The article reflected the activists positively. They also used credible sources to back them up.,1,,2
R_1r2G1ExZ8KthpTH,They portrayed the activists in a negative light. They spent time highlighting the number of people who were arrested.,1,,
R_1Rt41xlqmIdt2FQ,Climate activist gathered in New York to demand that the government stop new oil and gas drilling. These activist blocked the entrance to the Federal Reserve and in doing so more than 100 were arrested. The only way to meet the goal of limiting warming is by no new oil or gas fields.,1,,
R_5KCTsrOk4PHiVhL,The media portrayed them as uncivil and disruptive. I would guess from the arrests that was their plan. The paper did support them with science.,1,,2
R_1HoHauNIxAoicht,"The media portrayed the protest as justified, since they backed the opinion based on scientists and had them endorse the protestors. They also used intense wording like ""catastrophic"" to show how dangerous it could be.",1,,1
R_60kGwsB1f9Sp4Fa,The newspaper article portrayed the activists as being backed by science. Overall the newspaper seems to be explaining the actions of the activists in a sympathetic manner.,1,,2
R_7YajwDH9WxdbAHQ,"Over one hundred protesters used their bodies to block entrances to the Federal Reserve in response to climate change and government inaction. Scientists state that we need to stop all fossil fuel field exploration, in order to keep our planet cool enough. One scientist was arrested along with protesters.",1,,1
R_5ogSFiPDqW56BA7,The media portrayed the protest as activists blocking off the reserve bank entrances. They need to limit oil and gas fields being explored.,1,,
R_5ZOjVyJcHNAZxeX,"Climate activists took to the streets and marched to the Federal Reserve bank to protest by blocking entrances in order to stop new oil and gas drilling and more than a hundred protestors were arrested. In order to meet the goal of climate change, Scientist suggested that the world would need to take action to limit warming to avoid dangerous impacts of climate change.",1,,2
R_3fVvowl9fz3uti1,"The media portrayed the protest as demanding, but otherwise kept things mostly neutral and factual. I wish they'd done a better job of blending paragraph one into paragraph two, as I found them jarringly different.",1,,
R_6EmR37LZhtUewum,"The media portrayed the protest as somewhat necessary to help prevent climate change. They were mostly positive about the activists and put them in a good light, explaining what could happen if the world warms 2.7 degrees more above pre industrial levels.",1,,
R_5eP82Ys2RSXm0HE,"They portrayed it as a calm event, and seemed to endorse it. It was extremely biased, but not unexpected.",1,,
R_7RQgEswYSmlfo89,The newspaper characterized the protest as peaceful and cooperative (between people marching and police),1,,
R_11hc1dPgJKskooG,The protest for climate change was peaceful and while police were on hand no intervention was required.,1,,
R_1H02ntNibbufo5E,"The media presented the facts of the march, and the facts that scientists have given.",1,,2
R_6PtTeOMeP7Dwmtq,The media made it seem as though the protesters were out of control and ruining the streets of Manhattan.,1,,
R_1IYR4NCjH2KgNLb,"They said why those people were there, who was there with them, and where the information that the protesters were using for their protest came from.",1,,
R_1kT8QFrkAxpcHqa,The media was unbiased and stated the facts. They stated a reasonable opinion from one of the protesters.,1,,
R_3I022MYR1UK1ZMw,"Scientists, who don't normally endorse activists, are also speaking out that the government is not heeding the warnings to stop approving new oil and gas infrastructure.",1,,1
R_7uv5MGCCHSICzXH,As a peaceful and calm marching protest.,1,,
R_7Xb9PKGcj3dkENB,The protest are ignored by the government in regards to climate change. It was a peaceful protest to get the activist's message heard.,1,,
R_5m3nP6gWlgvaJSo,The protestors were blocking entrances with their bodies so were arrested. It portrays them in a negative light,1,,
R_5XPmVeRKzH6F2kV,The media story of the protest was evenly balanced. There didn't seem to be any bias for one side or the other.,1,,
R_3K2oqtQ7AW6387b,They portrayed the protest as peaceful and in conjunction with the police.,1,,
R_3YY7s7t9sy2juXS,It was a peaceful march facilitated by police and all went well.,1,,
R_1YCqJfeUhlNca0p,That scientists were on the side of the activists. It also sounds like the activists' actions were warranted.,1,,1
R_3PYwiMY8iX56cr0,Like normal people who are believing the climate change farce. It seemed like they were very peaceful and didn't do any damage. Very straightforward and to the point.,1,,
R_13awFj2kyvVwpLR,They portrayed the protest as peaceful and honorable.,1,,
R_7GOoMixi2OvPOxw,It was a pro climate change report supporting the activists and the scientist. An alternative view was not reported.,1,,1
R_5Kii9vm26MeiWZj,They are framing the protesters as heroes.,1,,
R_1vBwqo7bqjxxWoN,"The media portrayed the protest decently in my opinion. They showed that even experts are joining in the protests, which can give them some legitimacy.",1,,1
R_7BlKadcuUIqthKo,"For once it seems that the media gave the reason for the gathering and march. Then went on to get some viewpoints of marchers, giving an idea of what and why the demonstration happened.",1,,
R_1F319eC0EXOxdjg,"They described as it was happening. It didn't sound like it was violent, just wanted to make a point",1,,
R_76bCWbU6XyFplbD,"The media was objective about it, although there was a little liberal slant. However, that can be forgiven because it is based on scientific facts.",1,,2
R_7q3khTmplQov4T9,"The media portrayed the protest as a significant and urgent action by climate activists demanding an end to fossil fuel development, highlighting their arrest and the backing of scientists like Dr. Alex Fraser, who criticized government inaction on climate change. The coverage emphasizes the activists' call for immediate governmental response to avoid catastrophic impacts from climate change.",1,,1
R_1tfkBTJgPaydRJ8,The media portrayed the protests as organized and peaceful. They were aided by police and no incidents occurred that were violent or harmful to anyone.,1,,
R_6VNDqF66WO5J5CT,"The media wrote the story in a even handed way, though they should have included a response from the Federal Reserve.",1,,
R_5zTi9fDI6kZwvvb,"Protest was peaceful. Activists and scientists joined together to protest. Police were present, but no incidents occurred.",1,,1
R_71bLEBSDBiF71Y9,100 people protested oil being drilled and blocked with their bodies. The media portrayed them as just protesters,1,,
R_3ffPhpUWHmuvSJG,Peaceful without violence and yet 100's where arrested sounds like they were arrested just for protesting,1,,
R_5dXAFHVKYoCeddQ,"The protest was shown positively, as seen by the use of the words peacefully and no incident. They presented the protesters as educated.",1,,
R_1ypXSLqEk5KrvUt,"The did fine, reported quotes from people directly involved, how the protest march played out, and stayed impartial.",1,,
R_3GEQ6f2Loo77HxL,"I would say the media portrayed the protest in an informative light, In favor of the protesters marching in New York for climate change. I think it showed a positive light for Dr. Alex Fraser.",1,,1
R_73i5ptcjP2Aa0DL,"I think this portrayal of climate activists is pretty biased. It provides a single sided perspective on the protests and even gives uncalled for ""background information"" that is not directly related to the protests.",1,,2
R_34cogeDZWg8ZH88,The media portrayed them as activist who wanting to stop drilling and finding new oil. The included a scientist from a university that was being arrested explaining their concerning observations that more drilling affects the climate crisis.,1,,1
R_71hOkRXB75gH6yA,The protest in Midtown Manhattan was large and peaceful. Police monitored the protest without any issues.,1,,
R_7Djxd1hRXTkA4X7,"To me it seemed as if the media portrayed the protest in a positive light. It was mentioned that the activists ""marched peacefully"". The fact that they included insight from a Scientist gives the reader information to process as to why there is a protest with specific reasoning.",1,,1
